# t,x,y,z,vx,vy,vz,ax,ay,az
1.760000,-8.080410,-8.256180,2.718061,-0.274582,1.748572,0.000000,-0.309497,-0.048601,0.000000
1.770000,-8.083171,-8.238697,2.718061,-0.279245,1.757960,0.000000,-0.312917,-0.049706,0.000000
1.780000,-8.085979,-8.221120,2.718061,-0.283960,1.767333,0.000000,-0.316353,-0.050829,0.000000
1.790000,-8.088835,-8.203449,2.718061,-0.288727,1.776693,0.000000,-0.319805,-0.051971,0.000000
1.800000,-8.091738,-8.185685,2.718061,-0.293547,1.786038,0.000000,-0.323273,-0.053132,0.000000
1.810000,-8.094690,-8.167827,2.718061,-0.298419,1.795368,0.000000,-0.326757,-0.054312,0.000000
1.820000,-8.097690,-8.149876,2.718061,-0.303343,1.804684,0.000000,-0.330257,-0.055512,0.000000
1.830000,-8.100740,-8.131832,2.718061,-0.308321,1.813984,0.000000,-0.333773,-0.056731,0.000000
1.840000,-8.103840,-8.113695,2.718061,-0.313352,1.823269,0.000000,-0.337305,-0.057970,0.000000
1.850000,-8.106990,-8.095465,2.718061,-0.318437,1.832539,0.000000,-0.340852,-0.059229,0.000000
1.860000,-8.110192,-8.077143,2.718061,-0.323575,1.841792,0.000000,-0.344415,-0.060508,0.000000
1.870000,-8.113445,-8.058728,2.718061,-0.328767,1.851030,0.000000,-0.347994,-0.061808,0.000000
1.880000,-8.116750,-8.040221,2.718061,-0.334014,1.860251,0.000000,-0.351587,-0.063129,0.000000
1.890000,-8.120108,-8.021621,2.718061,-0.339315,1.869456,0.000000,-0.355197,-0.064470,0.000000
1.900000,-8.123518,-8.002930,2.718061,-0.344671,1.878644,0.000000,-0.358821,-0.065832,0.000000
1.910000,-8.126983,-7.984147,2.718061,-0.350082,1.887814,0.000000,-0.362460,-0.067216,0.000000
1.920000,-8.130502,-7.965272,2.718061,-0.355548,1.896967,0.000000,-0.366115,-0.068621,0.000000
1.930000,-8.134076,-7.946306,2.718061,-0.361070,1.906103,0.000000,-0.369784,-0.070048,0.000000
1.940000,-8.137705,-7.927248,2.718061,-0.366647,1.915221,0.000000,-0.373468,-0.071496,0.000000
1.950000,-8.141390,-7.908100,2.718061,-0.372280,1.924320,0.000000,-0.377167,-0.072967,0.000000
1.960000,-8.145132,-7.888860,2.718061,-0.377970,1.933401,0.000000,-0.380880,-0.074460,0.000000
1.970000,-8.148931,-7.869530,2.718061,-0.383716,1.942463,0.000000,-0.384608,-0.075976,0.000000
1.980000,-8.152787,-7.850109,2.718061,-0.389519,1.951506,0.000000,-0.388350,-0.077514,0.000000
1.990000,-8.156702,-7.830598,2.718061,-0.395378,1.960530,0.000000,-0.392106,-0.079076,0.000000
2.000000,-8.160675,-7.810997,2.718061,-0.401295,1.969534,0.000000,-0.395876,-0.080660,0.000000
2.010000,-8.164708,-7.791305,2.718061,-0.407269,1.978518,0.000000,-0.399661,-0.082268,0.000000
2.020000,-8.168800,-7.771524,2.718061,-0.413301,1.987481,0.000000,-0.403459,-0.083900,0.000000
2.030000,-8.172954,-7.751654,2.718061,-0.419391,1.996425,0.000000,-0.407271,-0.085556,0.000000
2.040000,-8.177168,-7.731694,2.718061,-0.425538,2.005347,0.000000,-0.411096,-0.087235,0.000000
2.050000,-8.181444,-7.711645,2.718061,-0.431744,2.014249,0.000000,-0.414935,-0.088939,0.000000
2.060000,-8.185782,-7.691507,2.718061,-0.438008,2.023128,0.000000,-0.418788,-0.090668,0.000000
2.070000,-8.190183,-7.671280,2.718061,-0.444332,2.031987,0.000000,-0.422653,-0.092421,0.000000
2.080000,-8.194647,-7.650965,2.718061,-0.450714,2.040823,0.000000,-0.426532,-0.094199,0.000000
2.090000,-8.199176,-7.630561,2.718061,-0.457155,2.049636,0.000000,-0.430424,-0.096003,0.000000
2.100000,-8.203769,-7.610070,2.718061,-0.463656,2.058427,0.000000,-0.434328,-0.097831,0.000000
2.110000,-8.208427,-7.589490,2.718061,-0.470216,2.067195,0.000000,-0.438245,-0.099686,0.000000
2.120000,-8.213151,-7.568823,2.718061,-0.476836,2.075940,0.000000,-0.442175,-0.101566,0.000000
2.130000,-8.217942,-7.548069,2.718061,-0.483516,2.084661,0.000000,-0.446117,-0.103472,0.000000
2.140000,-8.222799,-7.527228,2.718061,-0.490256,2.093358,0.000000,-0.450072,-0.105405,0.000000
2.150000,-8.227724,-7.506299,2.718061,-0.497057,2.102031,0.000000,-0.454039,-0.107364,0.000000
2.160000,-8.232718,-7.485284,2.718061,-0.503919,2.110679,0.000000,-0.458017,-0.109350,0.000000
2.170000,-8.237780,-7.464183,2.718061,-0.510841,2.119302,0.000000,-0.462008,-0.111363,0.000000
2.180000,-8.242911,-7.442996,2.718061,-0.517824,2.127900,0.000000,-0.466010,-0.113403,0.000000
2.190000,-8.248113,-7.421722,2.718061,-0.524869,2.136472,0.000000,-0.470024,-0.115471,0.000000
2.200000,-8.253385,-7.400363,2.718061,-0.531975,2.145018,0.000000,-0.474049,-0.117566,0.000000
2.210000,-8.258728,-7.378919,2.718061,-0.539143,2.153538,0.000000,-0.478085,-0.119690,0.000000
2.220000,-8.264144,-7.357390,2.718061,-0.546372,2.162031,0.000000,-0.482133,-0.121841,0.000000
2.230000,-8.269631,-7.335775,2.718061,-0.553664,2.170497,0.000000,-0.486191,-0.124021,0.000000
2.240000,-8.275192,-7.314077,2.718061,-0.561018,2.178935,0.000000,-0.490260,-0.126229,0.000000
2.250000,-8.280827,-7.292294,2.718061,-0.568434,2.187346,0.000000,-0.494340,-0.128466,0.000000
2.260000,-8.286536,-7.270427,2.718061,-0.575913,2.195729,0.000000,-0.498430,-0.130732,0.000000
2.270000,-8.292320,-7.248476,2.718061,-0.583455,2.204083,0.000000,-0.502531,-0.133028,0.000000
2.280000,-8.298180,-7.226442,2.718061,-0.591060,2.212408,0.000000,-0.506641,-0.135353,0.000000
2.290000,-8.304116,-7.204325,2.718061,-0.598728,2.220704,0.000000,-0.510762,-0.137707,0.000000
2.300000,-8.310129,-7.182124,2.718061,-0.606459,2.228970,0.000000,-0.514892,-0.140092,0.000000
2.310000,-8.316219,-7.159842,2.718061,-0.614254,2.237206,0.000000,-0.519032,-0.142507,0.000000
2.320000,-8.322387,-7.137477,2.718061,-0.622113,2.245412,0.000000,-0.523181,-0.144952,0.000000
2.330000,-8.328635,-7.115030,2.718061,-0.630036,2.253587,0.000000,-0.527339,-0.147428,0.000000
2.340000,-8.334961,-7.092501,2.718061,-0.638022,2.261731,0.000000,-0.531507,-0.149935,0.000000
2.350000,-8.341368,-7.069892,2.718061,-0.646073,2.269844,0.000000,-0.535683,-0.152473,0.000000
2.360000,-8.347856,-7.047201,2.718061,-0.654188,2.277924,0.000000,-0.539868,-0.155043,0.000000
2.370000,-8.354425,-7.024429,2.718061,-0.662368,2.285972,0.000000,-0.544061,-0.157644,0.000000
2.380000,-8.361075,-7.001578,2.718061,-0.670613,2.293987,0.000000,-0.548263,-0.160277,0.000000
2.390000,-8.367809,-6.978646,2.718061,-0.678923,2.301970,0.000000,-0.552473,-0.162941,0.000000
2.400000,-8.374626,-6.955634,2.718061,-0.687297,2.309918,0.000000,-0.556690,-0.165639,0.000000
2.410000,-8.381527,-6.932543,2.718061,-0.695737,2.317833,0.000000,-0.560916,-0.168368,0.000000
2.420000,-8.388512,-6.909373,2.718061,-0.704242,2.325713,0.000000,-0.565148,-0.171131,0.000000
2.430000,-8.395583,-6.886125,2.718061,-0.712813,2.333559,0.000000,-0.569388,-0.173926,0.000000
2.440000,-8.402739,-6.862798,2.718061,-0.721449,2.341369,0.000000,-0.573636,-0.176755,0.000000
2.450000,-8.409982,-6.839393,2.718061,-0.730152,2.349144,0.000000,-0.577889,-0.179617,0.000000
2.460000,-8.417313,-6.815911,2.718061,-0.738920,2.356883,0.000000,-0.582150,-0.182513,0.000000
2.470000,-8.424731,-6.792351,2.718061,-0.747754,2.364585,0.000000,-0.586417,-0.185443,0.000000
2.480000,-8.432238,-6.768715,2.718061,-0.756655,2.372251,0.000000,-0.590690,-0.188407,0.000000
2.490000,-8.439834,-6.745001,2.718061,-0.765622,2.379879,0.000000,-0.594970,-0.191406,0.000000
2.500000,-8.447520,-6.721212,2.718061,-0.774656,2.387469,0.000000,-0.599255,-0.194439,0.000000
2.510000,-8.455297,-6.697347,2.718061,-0.783756,2.395021,0.000000,-0.603545,-0.197506,0.000000
