# t,x,y,z,vx,vy,vz,ax,ay,az
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37592455912448203923884300696023666186453455728197133721657684982012419830645019446422055906700382549660347005346924854180647096453907056248448387735608837318501655491127934119840278766184944168337408.000000,31060804581701350646579956898552696138071503916512884537085468558378090303611978664655787716196742214022665056930375829425515426424411090646244523719290870270059045261120897024.000000,0.000000
0.010000,-0.000000,0.000000,0.000000,-0.000005,0.000001,0.000020,-0.001463,0.000399,0.006054,0.000000,3635956202519664541479409704127156318433353545982534629444988264568895754539286952576500886333265507785208927088269009480524924850234809991723232022627890691218799818345094212141360059925740289517282933982547647282387964961751040.000000,426252833832889053049233120051110606099327572604144365454482606784747297457230609266600276262160194393315023838251804138105010001056372163038425852863985088421046150835154005166436975342769607121777603141837692282896033352468734746857949035774176609542602752.000000,0.000000,29216724240884945703683640630567228908658726079777787224343332211146714270516665520024512150357926112242370474225564986336880447488013677301510854852510854732738605161635464176406341592925038449110669132816714178979137090968868791693556263038731434579722240.000000,426252833833066635609609576330137900712218061141797924658122524050874970595273509106317835439488953175688635072122869847483934315115927073604078359794805325319431825500941611403094592578490595822688006572944274079205764284452711134859683108891282885924880384.000000
0.020000,-0.000000,0.000000,0.000001,-0.000039,0.000011,0.000160,-0.005753,0.001570,0.023852,3275944788617883846235749501849147240557335560613681743590325112104348423162061287246752059210921700244931170443084332762271663156296439717464149759681030249051194048511410666889241893154646797814598677478743021244855091200.000000,0.000000,0.000000,0.000000,0.000000,13882074232272173427582355456784996840813664419924659959435420622232626430246886915819566612595064654981207890373104209887350370936301345157894535519834515163328806912.000000
0.030000,-0.000001,0.000000,0.000004,-0.000129,0.000035,0.000535,-0.012721,0.003474,0.052856,0.000000,0.000000,39984807057765275883943790984280113157208341585543945978976615434733608705383210228322502640141552167081978098174395117639058140872961990763201679065088.000000,0.000000,0.000000,0.000000
0.040000,-0.000003,0.000001,0.000013,-0.000302,0.000082,0.001253,-0.022223,0.006073,0.092538,0.000000,0.000000,0.000000,105344819416420005913590065831797464940677419791311395474741588485618626047630837397765688134489151424304772994769650710781971406767986330739373982843685398205122498036591713705060120855230447920302568606387735719642958784804803187227428653474250752.000000,0.000000,0.000000
0.050000,-0.000007,0.000002,0.000031,-0.000581,0.000159,0.002419,-0.034117,0.009329,0.142383,105344819416420005913590065831797464940677419791311395474741588485618626047630837397765688134489151424304772994769650710781971406767986330739373982843685398205122498036591713705060120855230447920302568606387735719642958784804803187227428653474250752.000000,0.000000,0.000000,0.000000,0.000000,40018671981148388162419333012378736287365996487482959502581832498128934714591660722004918978266716369453368098212383331772141891478629390037722146537472.000000
0.060000,-0.000015,0.000004,0.000063,-0.000991,0.000271,0.004133,-0.048265,0.013205,0.201885,0.000000,0.000000,0.000000,0.000000,3275944788617883846235749501849147240557335560613681743590325112104348423162061287246752059210921700244931170443084332762271663156296439717464149759681030249051194048511410666889241893154646797814598677478743021244855091200.000000,0.000000
0.070000,-0.000028,0.000008,0.000115,-0.001554,0.000425,0.006488,-0.064532,0.017665,0.270546,0.000000,49986950509861377076425697766314297600656573827279522891715312527992654487245454993878013034976258431510247478585413116409550873549344511621110666270547027664661999931612476382637261841597090321365524962981786880573440.000000,1206497693704089384391035737582956360347702532182671597530435675094132667948478085215092963950262128108559046039825013065163118999233788312554039765489469308185568037462766190623498750549568098444688691300704045151410550918485134642443887190939362470315649951539294453158672434487885824.000000,0.000000,48732358032442872492943146807275885962231336776072775873117144828932605392247286835006734257053040364569370683596494088976091532204346617077163516415295916577246993272522507234038654249617177870073856.000000,0.000000
0.080000,-0.000047,0.000013,0.000195,-0.002289,0.000626,0.009573,-0.082785,0.022674,0.347883,0.000000,0.000000,11178789435362034840914077743533710577396362448525018494027630459258839799417553434737653906447576867015072738158535309916172179305074531248930330318919940439821287096984137787927574153160428507490108377476245168735388290058102253844655500969081506365440.000000,632299164744135683667428999223938217727953794936885513950804730666837579832948677428078463172568235234008066929152650994072541814397592103695553697248784189254515229015787948149896527804620374332705972902399414967290612094218996285440.000000,60785092844311976551862875552415926381300596412366941740713875722893005191493229109320993706751694730802767700052540952829805457789066733514852785438022512397977580849297603763455334344840444495087911448863713318920704451770503668317214481118658560.000000,0.000000
0.090000,-0.000074,0.000020,0.000310,-0.003216,0.000880,0.013473,-0.102894,0.028198,0.433420,100260287361105555599956649923722965644134357921181785101058622208606208000.000000,0.000000,0.000000,14440279573088102724060120076857822852440827466941464007848955982596895485359085247485268576925377006704968090981121952496918338630481858741774187869930691186090659278559704233259229027808859832925825043677216505856.000000,927985754951548767936296467723857119895201715029191966569197015569158993474313122218780295457173746326002138700561022657879001206008214461990265327903332189204717182114134786098106689392655323673950806755748542077554957578244141343326282448896.000000,0.000000
