# t,x,y,z,vx,vy,vz,ax,ay,az
1.710000,-21.981473,7.141667,1.002486,-0.997248,3.292278,0.000000,-1.132544,-0.343053,0.000000
1.720000,-21.991502,7.174573,1.002486,-1.014432,3.307949,0.000000,-1.144550,-0.350993,0.000000
1.730000,-22.001704,7.207635,1.002486,-1.031801,3.323520,0.000000,-1.156585,-0.359067,0.000000
1.740000,-22.012080,7.240852,1.002486,-1.049357,3.338989,0.000000,-1.168646,-0.367275,0.000000
1.750000,-22.022632,7.274224,1.002486,-1.067100,3.354355,0.000000,-1.180733,-0.375619,0.000000
1.760000,-22.033362,7.307748,1.002486,-1.085031,3.369615,0.000000,-1.192844,-0.384101,0.000000
1.770000,-22.044272,7.341425,1.002486,-1.103150,3.384769,0.000000,-1.204978,-0.392721,0.000000
1.780000,-22.055363,7.375253,1.002486,-1.121458,3.399814,0.000000,-1.217133,-0.401482,0.000000
1.790000,-22.066639,7.409231,1.002486,-1.139955,3.414748,0.000000,-1.229309,-0.410384,0.000000
1.800000,-22.078100,7.443358,1.002486,-1.158642,3.429570,0.000000,-1.241504,-0.419428,0.000000
1.810000,-22.089748,7.477633,1.002486,-1.177519,3.444278,0.000000,-1.253717,-0.428617,0.000000
1.820000,-22.101586,7.512054,1.002486,-1.196587,3.458870,0.000000,-1.265946,-0.437951,0.000000
1.830000,-22.113615,7.546621,1.002486,-1.215846,3.473344,0.000000,-1.278191,-0.447432,0.000000
1.840000,-22.125838,7.581332,1.002486,-1.235297,3.487698,0.000000,-1.290448,-0.457060,0.000000
1.850000,-22.138255,7.616186,1.002486,-1.254940,3.501932,0.000000,-1.302719,-0.466838,0.000000
1.860000,-22.150870,7.651182,1.002486,-1.274776,3.516041,0.000000,-1.314999,-0.476766,0.000000
1.870000,-22.163683,7.686318,1.002486,-1.294804,3.530026,0.000000,-1.327290,-0.486846,0.000000
1.880000,-22.176697,7.721594,1.002486,-1.315026,3.543883,0.000000,-1.339588,-0.497080,0.000000
1.890000,-22.189915,7.757008,1.002486,-1.335441,3.557611,0.000000,-1.351892,-0.507467,0.000000
1.900000,-22.203337,7.792558,1.002486,-1.356050,3.571208,0.000000,-1.364202,-0.518011,0.000000
1.910000,-22.216965,7.828245,1.002486,-1.376853,3.584672,0.000000,-1.376514,-0.528712,0.000000
1.920000,-22.230803,7.864065,1.002486,-1.397851,3.598001,0.000000,-1.388829,-0.539570,0.000000
1.930000,-22.244851,7.900018,1.002486,-1.419043,3.611193,0.000000,-1.401143,-0.550589,0.000000
1.940000,-22.259111,7.936102,1.002486,-1.440431,3.624246,0.000000,-1.413456,-0.561768,0.000000
1.950000,-22.273586,7.972316,1.002486,-1.462014,3.637158,0.000000,-1.425766,-0.573109,0.000000
1.960000,-22.288277,8.008659,1.002486,-1.483792,3.649926,0.000000,-1.438071,-0.584614,0.000000
1.970000,-22.303187,8.045129,1.002486,-1.505766,3.662550,0.000000,-1.450370,-0.596283,0.000000
1.980000,-22.318317,8.081725,1.002486,-1.527936,3.675025,0.000000,-1.462660,-0.608118,0.000000
1.990000,-22.333670,8.118444,1.002486,-1.550302,3.687352,0.000000,-1.474941,-0.620121,0.000000
2.000000,-22.349246,8.155287,1.002486,-1.572864,3.699527,0.000000,-1.487210,-0.632291,0.000000
2.010000,-22.365049,8.192250,1.002486,-1.595622,3.711548,0.000000,-1.499465,-0.644631,0.000000
2.020000,-22.381081,8.229333,1.002486,-1.618577,3.723413,0.000000,-1.511706,-0.657142,0.000000
2.030000,-22.397342,8.266535,1.002486,-1.641729,3.735121,0.000000,-1.523929,-0.669825,0.000000
2.040000,-22.413835,8.303852,1.002486,-1.665077,3.746668,0.000000,-1.536134,-0.682681,0.000000
2.050000,-22.430563,8.341285,1.002486,-1.688621,3.758053,0.000000,-1.548318,-0.695712,0.000000
2.060000,-22.447526,8.378830,1.002486,-1.712362,3.769273,0.000000,-1.560479,-0.708918,0.000000
2.070000,-22.464728,8.416487,1.002486,-1.736300,3.780326,0.000000,-1.572616,-0.722301,0.000000
2.080000,-22.482170,8.454255,1.002486,-1.760434,3.791210,0.000000,-1.584726,-0.735861,0.000000
2.090000,-22.499853,8.492130,1.002486,-1.784765,3.801923,0.000000,-1.596807,-0.749601,0.000000
2.100000,-22.517781,8.530111,1.002486,-1.809292,3.812462,0.000000,-1.608859,-0.763521,0.000000
2.110000,-22.535954,8.568198,1.002486,-1.834015,3.822825,0.000000,-1.620878,-0.777622,0.000000
2.120000,-22.554375,8.606387,1.002486,-1.858935,3.833009,0.000000,-1.632862,-0.791906,0.000000
2.130000,-22.573046,8.644677,1.002486,-1.884051,3.843014,0.000000,-1.644810,-0.806374,0.000000
2.140000,-22.591969,8.683067,1.002486,-1.909362,3.852835,0.000000,-1.656719,-0.821026,0.000000
2.150000,-22.611145,8.721554,1.002486,-1.934869,3.862471,0.000000,-1.668587,-0.835864,0.000000
2.160000,-22.630577,8.760137,1.002486,-1.960572,3.871919,0.000000,-1.680413,-0.850888,0.000000
2.170000,-22.650267,8.798814,1.002486,-1.986470,3.881177,0.000000,-1.692193,-0.866101,0.000000
2.180000,-22.670216,8.837582,1.002486,-2.012563,3.890243,0.000000,-1.703926,-0.881502,0.000000
2.190000,-22.690427,8.876440,1.002486,-2.038850,3.899114,0.000000,-1.715610,-0.897094,0.000000
2.200000,-22.710901,8.915386,1.002486,-2.065332,3.907788,0.000000,-1.727242,-0.912877,0.000000
2.210000,-22.731641,8.954418,1.002486,-2.092007,3.916262,0.000000,-1.738820,-0.928851,0.000000
2.220000,-22.752648,8.993534,1.002486,-2.118877,3.924533,0.000000,-1.750342,-0.945019,0.000000
2.230000,-22.773924,9.032732,1.002486,-2.145939,3.932600,0.000000,-1.761805,-0.961381,0.000000
2.240000,-22.795471,9.072010,1.002486,-2.173194,3.940460,0.000000,-1.773207,-0.977937,0.000000
2.250000,-22.817292,9.111366,1.002486,-2.200641,3.948111,0.000000,-1.784546,-0.994690,0.000000
2.260000,-22.839387,9.150797,1.002486,-2.228281,3.955549,0.000000,-1.795819,-1.011639,0.000000
2.270000,-22.861760,9.190302,1.002486,-2.256111,3.962772,0.000000,-1.807024,-1.028787,0.000000
2.280000,-22.884411,9.229878,1.002486,-2.284132,3.969778,0.000000,-1.818159,-1.046132,0.000000
2.290000,-22.907343,9.269523,1.002486,-2.312343,3.976565,0.000000,-1.829220,-1.063678,0.000000
2.300000,-22.930558,9.309236,1.002486,-2.340744,3.983129,0.000000,-1.840206,-1.081424,0.000000
2.310000,-22.954057,9.349013,1.002486,-2.369334,3.989468,0.000000,-1.851113,-1.099371,0.000000
2.320000,-22.977843,9.388852,1.002486,-2.398112,3.995580,0.000000,-1.861940,-1.117520,0.000000
2.330000,-23.001917,9.428752,1.002486,-2.427077,4.001462,0.000000,-1.872684,-1.135872,0.000000
2.340000,-23.026282,9.468710,1.002486,-2.456229,4.007111,0.000000,-1.883342,-1.154428,0.000000
2.350000,-23.050938,9.508723,1.002486,-2.485568,4.012525,0.000000,-1.893912,-1.173188,0.000000
2.360000,-23.075888,9.548789,1.002486,-2.515091,4.017700,0.000000,-1.904390,-1.192153,0.000000
2.370000,-23.101134,9.588907,1.002486,-2.544799,4.022636,0.000000,-1.914775,-1.211324,0.000000
2.380000,-23.126678,9.629072,1.002486,-2.574691,4.027328,0.000000,-1.925063,-1.230702,0.000000
2.390000,-23.152521,9.669284,1.002486,-2.604765,4.031774,0.000000,-1.935251,-1.250287,0.000000
2.400000,-23.178665,9.709539,1.002486,-2.635021,4.035971,0.000000,-1.945338,-1.270080,0.000000
2.410000,-23.205113,9.749835,1.002486,-2.665458,4.039917,0.000000,-1.955320,-1.290082,0.000000
2.420000,-23.231865,9.790169,1.002486,-2.696075,4.043610,0.000000,-1.965194,-1.310292,0.000000
2.430000,-23.258924,9.830540,1.002486,-2.726871,4.047045,0.000000,-1.974958,-1.330713,0.000000
2.440000,-23.286291,9.870944,1.002486,-2.757844,4.050222,0.000000,-1.984609,-1.351344,0.000000
2.450000,-23.313969,9.911378,1.002486,-2.788995,4.053136,0.000000,-1.994143,-1.372185,0.000000
2.460000,-23.341958,9.951841,1.002486,-2.820320,4.055785,0.000000,-2.003558,-1.393238,0.000000
2.470000,-23.370262,9.992329,1.002486,-2.851821,4.058167,0.000000,-2.012851,-1.414503,0.000000
2.480000,-23.398880,10.032839,1.002486,-2.883494,4.060278,0.000000,-2.022019,-1.435980,0.000000
2.490000,-23.427816,10.073370,1.002486,-2.915340,4.062117,0.000000,-2.031058,-1.457670,0.000000
2.500000,-23.457071,10.113918,1.002486,-2.947357,4.063679,0.000000,-2.039967,-1.479573,0.000000
2.510000,-23.486647,10.154481,1.002486,-2.979543,4.064963,0.000000,-2.048741,-1.501690,0.000000
2.520000,-23.516544,10.195055,1.002486,-3.011897,4.065966,0.000000,-2.057379,-1.524020,0.000000
2.530000,-23.546766,10.235639,1.002486,-3.044418,4.066684,0.000000,-2.065875,-1.546564,0.000000
2.540000,-23.577313,10.276228,1.002486,-3.077104,4.067115,0.000000,-2.074229,-1.569323,0.000000
2.550000,-23.608188,10.316821,1.002486,-3.109955,4.067257,0.000000,-2.082436,-1.592297,0.000000
